="É^ÉCÉgÉãÅFéËîzïKóvêîàÍóó"

="É_ÉEÉìÉçÅ[Éhì˙éûÅF2024/02/29 17:50:56"

="ëŒè€îNåéÅFÅÉ2023îN11åéÅÑÅGíSìñçHèÍÅFÅÉëÊÇPÅÑÅGåvéZãÊï™ÅFÅÉ 6éüïœçX 2023/11/21 18:18:54ÅÑÅGéËîzãÊï™ÅFÅÉédì¸êÊéËîzÅFéwíËÇ†ÇËÅGédì¸êÊíºëóÅFéwíËÇ†ÇËÅGédì¸êÊéxããÅFéwíËÇ»ÇµÅGëºçHèÍéËîzÅFéwíËÇ»ÇµÅGéÛããéËîzÅFéwíËÇ»ÇµÅGÅÑ;êÆîıé∫å¿íËÅFÅÉ1YÅFëÊÇPçHèÍÅÑÅGïiî‘éwíËÅFÅÉÅÑÅGédì¸êÊéwíËÅFÅÉÅÑÅGédì¸êÊçHèÍãÊï™ÅFÅÉÅÑÅGç∑ï™ï\é¶éwé¶ÅFÅÉñ≥ÇµÅÑÅG"

="åüçıåèêîÅFÅÉ  382ÅÑÅG"
="IX000 èàóùÇ™ê≥èÌÇ…äÆóπÇµÇ‹ÇµÇΩÅG"

="ïiî‘",="â¡çHê}ïÑçÜ",="ê›ïœïÑçÜ",="ïiñº",="ÉXÉeÅ[É^ÉX",="î≠íçãÊï™",="êÆîıé∫",="êÆîıé∫ñº",="éËîzãÊï™",="çHíˆì‡äOêª",="çHíˆÉRÅ[Éh",="édì¸êÊñº/çHèÍñº",="î≠ëóèÍèä",="î≠ëóèÍèäñº",="éÛãããÊï™",="å„çHíˆì‡äOêª",="å„çHíˆÉRÅ[Éh",="å„çHíˆédì¸êÊñº/çHèÍñº",="éÛì¸èÍèä",="éÛì¸èÍèäñº",="î†éÌóﬁ","é˚óeêî","äÓèÄç›å…ì˙êî","äÓèÄç›å…ñáêî","ÉTÉCÉNÉãä‘äu",="ÉTÉCÉNÉãâÒêî","ÉTÉCÉNÉãèÓïÒ",="çXêV",="çXêVé“",="ç≈èIçXêVì˙éû",="É}ÉCÉiÉXïKóvêîóLñ≥","ìñåéïKóvêî",="ìñåéâ“ì≠ì˙êî","óÇåéïKóvêî",="óÇåéâ“ì≠ì˙êî","óÇÅXåéïKóvêî",="óÇÅXåéâ“ì≠ì˙êî","óÇÅXÅXåéïKóvêî",="óÇÅXÅXåéâ“ì≠ì˙êî","1(êÖ)","2(ñÿ)","3(ã‡)","4(ìy)","5(ì˙)","6(åé)","7(âŒ)","8(êÖ)","9(ñÿ)","10(ã‡)","11(ìy)","12(ì˙)","13(åé)","14(âŒ)","15(êÖ)","16(ñÿ)","17(ã‡)","18(ìy)","19(ì˙)","20(åé)","21(âŒ)","22(êÖ)","23(ñÿ)","24(ã‡)","25(ìy)","26(ì˙)","27(åé)","28(âŒ)","29(êÖ)","30(ñÿ)",,"ìñåéåvéZêî","óÇåéåvéZêî","óÇÅXåéåvéZêî","óÇÅXÅXåéåvéZêî","1(êÖ)","2(ñÿ)","3(ã‡)","4(ìy)","5(ì˙)","6(åé)","7(âŒ)","8(êÖ)","9(ñÿ)","10(ã‡)","11(ìy)","12(ì˙)","13(åé)","14(âŒ)","15(êÖ)","16(ñÿ)","17(ã‡)","18(ìy)","19(ì˙)","20(åé)","21(âŒ)","22(êÖ)","23(ñÿ)","24(ã‡)","25(ìy)","26(ì˙)","27(åé)","28(âŒ)","29(êÖ)","30(ñÿ)",
="90119-06A065",="",="","BOLT, FLANGE W/WASHER",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    1,000","  1.07"," 1.0","1",="06","  5.76",="",="",="",="","     57,027",="22.0","     47,100",="20.0","     39,825",="18.0","     48,312",="21.0","      2,526","      2,697","      2,700","          0","          0","      2,697","      2,697","      2,532","      2,700","      2,697","          0","          0","      2,700","      2,700","      2,700","      2,703","      2,526","          0","          0","      2,697","      2,703","      2,529","      2,883","      2,697","          0","          0","      2,235","      2,235","      2,238","      2,235",,"     57,027","     47,100","     39,825","     48,312","      2,526","      2,697","      2,700","          0","          0","      2,697","      2,697","      2,532","      2,700","      2,697","          0","          0","      2,700","      2,700","      2,700","      2,703","      2,526","          0","          0","      2,697","      2,703","      2,529","      2,883","      2,697","          0","          0","      2,235","      2,235","      2,238","      2,235",
="90148-60027",="",=" B","SCREW, HEX LOBULAR",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    2,000","  1.10"," 1.0","1",="06","  5.76",="",="",="",="","      8,273",="22.0","      7,294",="20.0","      6,186",="18.0","      7,763",="21.0","        384","        396","        403","          0","          0","        384","        378","        361","        378","        384","          0","          0","        403","        396","        403","        397","        384","          0","          0","        389","        400","        392","        431","        413","          0","          0","        294","        295","        307","        301",,"      8,273","      7,294","      6,186","      7,763","        384","        396","        403","          0","          0","        384","        378","        361","        378","        384","          0","          0","        403","        396","        403","        397","        384","          0","          0","        389","        400","        392","        431","        413","          0","          0","        294","        295","        307","        301",
="90149-08A008",="",=" B",="SCREW",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","      800","  1.02"," 1.0","1",="06","  5.76",="",="",="",="","     57,027",="22.0","     47,100",="20.0","     39,825",="18.0","     48,312",="21.0","      2,526","      2,697","      2,700","          0","          0","      2,697","      2,697","      2,532","      2,700","      2,697","          0","          0","      2,700","      2,700","      2,700","      2,703","      2,526","          0","          0","      2,697","      2,703","      2,529","      2,883","      2,697","          0","          0","      2,235","      2,235","      2,238","      2,235",,"     57,027","     47,100","     39,825","     48,312","      2,526","      2,697","      2,700","          0","          0","      2,697","      2,697","      2,532","      2,700","      2,697","          0","          0","      2,700","      2,700","      2,700","      2,703","      2,526","          0","          0","      2,697","      2,703","      2,529","      2,883","      2,697","          0","          0","      2,235","      2,235","      2,238","      2,235",
="90159-05A007",="",="","SCREW, W/WASHER",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    2,000","  1.03"," 3.0","1",="06","  5.76",="",="",="",="","    114,048",="22.0","     94,194",="20.0","     79,644",="18.0","     96,624",="21.0","      5,052","      5,394","      5,400","          0","          0","      5,394","      5,394","      5,064","      5,400","      5,394","          0","          0","      5,400","      5,394","      5,400","      5,406","      5,052","          0","          0","      5,394","      5,406","      5,058","      5,766","      5,394","          0","          0","      4,470","      4,470","      4,476","      4,470",,"    114,048","     94,194","     79,644","     96,624","      5,052","      5,394","      5,400","          0","          0","      5,394","      5,394","      5,064","      5,400","      5,394","          0","          0","      5,400","      5,394","      5,400","      5,406","      5,052","          0","          0","      5,394","      5,406","      5,058","      5,766","      5,394","          0","          0","      4,470","      4,470","      4,476","      4,470",
="90159-06A021",="",="","SCREW, W/WASHER",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    1,200","  1.02"," 3.0","1",="06","  5.76",="",="",="",="","    160,337",="22.0","    132,886",="20.0","    112,378",="18.0","    136,595",="21.0","      7,120","      7,588","      7,603","          0","          0","      7,576","      7,570","      7,113","      7,578","      7,576","          0","          0","      7,603","      7,588","      7,603","      7,605","      7,120","          0","          0","      7,581","      7,608","      7,136","      8,119","      7,605","          0","          0","      6,254","      6,255","      6,275","      6,261",,"    160,337","    132,886","    112,378","    136,595","      7,120","      7,588","      7,603","          0","          0","      7,576","      7,570","      7,113","      7,578","      7,576","          0","          0","      7,603","      7,588","      7,603","      7,605","      7,120","          0","          0","      7,581","      7,608","      7,136","      8,119","      7,605","          0","          0","      6,254","      6,255","      6,275","      6,261",
="90159-06A022",="",="","SCREW, W/WASHER",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    1,500","  1.01"," 3.0","1",="06","  5.76",="",="",="",="","    285,135",="22.0","    235,500",="20.0","    199,125",="18.0","    241,560",="21.0","     12,630","     13,485","     13,500","          0","          0","     13,485","     13,485","     12,660","     13,500","     13,485","          0","          0","     13,500","     13,500","     13,500","     13,515","     12,630","          0","          0","     13,485","     13,515","     12,645","     14,415","     13,485","          0","          0","     11,175","     11,175","     11,190","     11,175",,"    285,135","    235,500","    199,125","    241,560","     12,630","     13,485","     13,500","          0","          0","     13,485","     13,485","     12,660","     13,500","     13,485","          0","          0","     13,500","     13,500","     13,500","     13,515","     12,630","          0","          0","     13,485","     13,515","     12,645","     14,415","     13,485","          0","          0","     11,175","     11,175","     11,190","     11,175",
="90159-06A023",="",=" A","SCREW, W/WASHER",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    1,300","  1.02"," 3.0","1",="06","  5.76",="",="",="",="","     57,024",="22.0","     47,097",="20.0","     39,822",="18.0","     48,312",="21.0","      2,526","      2,697","      2,700","          0","          0","      2,697","      2,697","      2,532","      2,700","      2,697","          0","          0","      2,700","      2,697","      2,700","      2,703","      2,526","          0","          0","      2,697","      2,703","      2,529","      2,883","      2,697","          0","          0","      2,235","      2,235","      2,238","      2,235",,"     57,024","     47,097","     39,822","     48,312","      2,526","      2,697","      2,700","          0","          0","      2,697","      2,697","      2,532","      2,700","      2,697","          0","          0","      2,700","      2,697","      2,700","      2,703","      2,526","          0","          0","      2,697","      2,703","      2,529","      2,883","      2,697","          0","          0","      2,235","      2,235","      2,238","      2,235",
="90341-14A004",="",="","PLUG, W/HEAD STRAIGHT SCREW",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","      500","  1.00"," 1.0","1",="06","  5.76",="",="",="",="","      8,273",="22.0","      7,294",="20.0","      6,186",="18.0","      7,763",="21.0","        384","        396","        403","          0","          0","        384","        378","        361","        378","        384","          0","          0","        403","        396","        403","        397","        384","          0","          0","        389","        400","        392","        431","        413","          0","          0","        294","        295","        307","        301",,"      8,273","      7,294","      6,186","      7,763","        384","        396","        403","          0","          0","        384","        378","        361","        378","        384","          0","          0","        403","        396","        403","        397","        384","          0","          0","        389","        400","        392","        431","        413","          0","          0","        294","        295","        307","        301",
="90341-18A024",="",="","PLUG, W/HEAD STRAIGHT SCREW",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      200","  1.06"," 3.0","1",="06","  5.76",="",="",="",="","     10,736",="22.0","      8,406",="20.0","      7,089",="18.0","      8,341",="21.0","        458","        503","        497","          0","          0","        515","        521","        483","        522","        515","          0","          0","        497","        504","        497","        504","        458","          0","          0","        510","        501","        451","        530","        486","          0","          0","        451","        450","        439","        444",,"     10,736","      8,406","      7,089","      8,341","        458","        503","        497","          0","          0","        515","        521","        483","        522","        515","          0","          0","        497","        504","        497","        504","        458","          0","          0","        510","        501","        451","        530","        486","          0","          0","        451","        450","        439","        444",
="90930-03179",="",=" A","PLUG, BREATHER",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","      500","  1.00"," 1.0","1",="06","  5.76",="*",="ì°à‰Å@êDâ‘",="2023-11-21 12:15:49",="","     20,936",="26.0","     17,804",="20.0","     14,903",="18.0","     18,258",="21.0","        885","        942","        900","        342","          0","        942","        899","        887","        943","        899","        342","          0","        943","        900","        943","        944","        842","        342","          0","        942","        901","        886","        961","        899","        342","          0","        788","        745","        789","        788",,"     20,936","     17,804","     14,903","     18,258","        885","        942","        900","        342","          0","        942","        899","        887","        943","        899","        342","          0","        943","        900","        943","        944","        842","        342","          0","        942","        901","        886","        961","        899","        342","          0","        788","        745","        789","        788",
="91551-80614",="",="","BOLT, FLANGE",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    1,500","  1.08"," 3.0","1",="06","  5.76",="",="",="",="","     92,582",="22.0","     77,388",="20.0","     65,472",="18.0","     79,942",="21.0","      4,136","      4,388","      4,406","          0","          0","      4,364","      4,352","      4,098","      4,356","      4,364","          0","          0","      4,406","      4,392","      4,406","      4,398","      4,136","          0","          0","      4,374","      4,404","      4,156","      4,706","      4,422","          0","          0","      3,568","      3,570","      3,598","      3,582",,"     92,582","     77,388","     65,472","     79,942","      4,136","      4,388","      4,406","          0","          0","      4,364","      4,352","      4,098","      4,356","      4,364","          0","          0","      4,406","      4,392","      4,406","      4,398","      4,136","          0","          0","      4,374","      4,404","      4,156","      4,706","      4,422","          0","          0","      3,568","      3,570","      3,598","      3,582",
="91551-80640",="",="","BOLT, FLANGE",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    1,000","  1.08"," 3.0","1",="06","  5.76",="",="",="",="","     38,018",="22.0","     31,400",="20.0","     26,550",="18.0","     32,208",="21.0","      1,684","      1,798","      1,800","          0","          0","      1,798","      1,798","      1,688","      1,800","      1,798","          0","          0","      1,800","      1,800","      1,800","      1,802","      1,684","          0","          0","      1,798","      1,802","      1,686","      1,922","      1,798","          0","          0","      1,490","      1,490","      1,492","      1,490",,"     38,018","     31,400","     26,550","     32,208","      1,684","      1,798","      1,800","          0","          0","      1,798","      1,798","      1,688","      1,800","      1,798","          0","          0","      1,800","      1,800","      1,800","      1,802","      1,684","          0","          0","      1,798","      1,802","      1,686","      1,922","      1,798","          0","          0","      1,490","      1,490","      1,492","      1,490",
="91611-40614",="",="","BOLT, W/WASHER",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    2,500","  1.06"," 3.0","1",="06","  5.76",="",="",="",="","    304,144",="22.0","    251,200",="20.0","    212,400",="18.0","    257,664",="21.0","     13,472","     14,384","     14,400","          0","          0","     14,384","     14,384","     13,504","     14,400","     14,384","          0","          0","     14,400","     14,400","     14,400","     14,416","     13,472","          0","          0","     14,384","     14,416","     13,488","     15,376","     14,384","          0","          0","     11,920","     11,920","     11,936","     11,920",,"    304,144","    251,200","    212,400","    257,664","     13,472","     14,384","     14,400","          0","          0","     14,384","     14,384","     13,504","     14,400","     14,384","          0","          0","     14,400","     14,400","     14,400","     14,416","     13,472","          0","          0","     14,384","     14,416","     13,488","     15,376","     14,384","          0","          0","     11,920","     11,920","     11,936","     11,920",
="91671-80618",="",="","BOLT, FLANGE W/WASHER",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    1,000","  1.07"," 3.0","1",="06","  5.76",="",="",="",="","     57,027",="22.0","     47,100",="20.0","     39,825",="18.0","     48,312",="21.0","      2,526","      2,697","      2,700","          0","          0","      2,697","      2,697","      2,532","      2,700","      2,697","          0","          0","      2,700","      2,700","      2,700","      2,703","      2,526","          0","          0","      2,697","      2,703","      2,529","      2,883","      2,697","          0","          0","      2,235","      2,235","      2,238","      2,235",,"     57,027","     47,100","     39,825","     48,312","      2,526","      2,697","      2,700","          0","          0","      2,697","      2,697","      2,532","      2,700","      2,697","          0","          0","      2,700","      2,700","      2,700","      2,703","      2,526","          0","          0","      2,697","      2,703","      2,529","      2,883","      2,697","          0","          0","      2,235","      2,235","      2,238","      2,235",
="G1163-ECB010",="",="","BOLT, MOTOR STATOR YOKE",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","       80","  1.04"," 1.0","1",="06","  5.76",="",="",="",="","     13,398",="22.0","     10,068",="20.0","      9,384",="18.0","     11,916",="21.0","        684","        720","        741","          0","          0","        738","        720","        669","        720","        738","          0","          0","        615","        594","        612","        597","        594","          0","          0","        519","        552","        546","        573","        555","          0","          0","        468","        468","        507","        468",,"     13,398","     10,068","      9,384","     11,916","        684","        720","        741","          0","          0","        738","        720","        669","        720","        738","          0","          0","        615","        594","        612","        597","        594","          0","          0","        519","        552","        546","        573","        555","          0","          0","        468","        468","        507","        468",
="G1163-ECE010",="",="","BOLT, MOTOR STATOR YOKE",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","      100","  1.03"," 1.0","1",="06","  5.76",="",="",="",="","     43,629",="22.0","     37,032",="20.0","     30,441",="18.0","     36,396",="21.0","      1,842","      1,977","      1,959","          0","          0","      1,959","      1,977","      1,863","      1,980","      1,959","          0","          0","      2,085","      2,106","      2,088","      2,106","      1,932","          0","          0","      2,178","      2,151","      1,983","      2,310","      2,142","          0","          0","      1,767","      1,767","      1,731","      1,767",,"     43,629","     37,032","     30,441","     36,396","      1,842","      1,977","      1,959","          0","          0","      1,959","      1,977","      1,863","      1,980","      1,959","          0","          0","      2,085","      2,106","      2,088","      2,106","      1,932","          0","          0","      2,178","      2,151","      1,983","      2,310","      2,142","          0","          0","      1,767","      1,767","      1,731","      1,767",
="35145-ECE020",="",="","PLATE, OIL",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0030",="ÅiäîÅjêÛâÍà‰êªçÏèä",="01",="à¿èÈçHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.65"," 1.0","1",="04","  6.88",="",="",="",="","     10,736",="22.0","      8,406",="20.0","      7,089",="18.0","      8,341",="21.0","        458","        503","        497","          0","          0","        515","        521","        483","        522","        515","          0","          0","        497","        504","        497","        504","        458","          0","          0","        510","        501","        451","        530","        486","          0","          0","        451","        450","        439","        444",,"     10,736","      8,406","      7,089","      8,341","        458","        503","        497","          0","          0","        515","        521","        483","        522","        515","          0","          0","        497","        504","        497","        504","        458","          0","          0","        510","        501","        451","        530","        486","          0","          0","        451","        450","        439","        444",
="35174-ECB010",="",=" A","PLATE, OIL RESERVOIR LOCK",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0030",="ÅiäîÅjêÛâÍà‰êªçÏèä",="01",="à¿èÈçHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-332  ›÷≥","       20","  0.91"," 1.0","1",="04","  6.88",="",="",="",="","      8,273",="22.0","      7,294",="20.0","      6,186",="18.0","      7,763",="21.0","        384","        396","        403","          0","          0","        384","        378","        361","        378","        384","          0","          0","        403","        396","        403","        397","        384","          0","          0","        389","        400","        392","        431","        413","          0","          0","        294","        295","        307","        301",,"      8,273","      7,294","      6,186","      7,763","        384","        396","        403","          0","          0","        384","        378","        361","        378","        384","          0","          0","        403","        396","        403","        397","        384","          0","          0","        389","        400","        392","        431","        413","          0","          0","        294","        295","        307","        301",
="35174-ECE010",="",="","PLATE, OIL RESERVOIR LOCK",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0030",="ÅiäîÅjêÛâÍà‰êªçÏèä",="01",="à¿èÈçHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-332  ›÷≥","       40","  0.87"," 1.0","1",="04","  6.88",="",="",="",="","     10,736",="22.0","      8,406",="20.0","      7,089",="18.0","      8,341",="21.0","        458","        503","        497","          0","          0","        515","        521","        483","        522","        515","          0","          0","        497","        504","        497","        504","        458","          0","          0","        510","        501","        451","        530","        486","          0","          0","        451","        450","        439","        444",,"     10,736","      8,406","      7,089","      8,341","        458","        503","        497","          0","          0","        515","        521","        483","        522","        515","          0","          0","        497","        504","        497","        504","        458","          0","          0","        510","        501","        451","        530","        486","          0","          0","        451","        450","        439","        444",
="35174-ECE020",="",="","PLATE, OIL RESERVOIR LOCK",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0030",="ÅiäîÅjêÛâÍà‰êªçÏèä",="01",="à¿èÈçHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","       90","  0.63"," 3.0","1",="04","  6.88",="",="",="",="","     10,736",="22.0","      8,406",="20.0","      7,089",="18.0","      8,341",="21.0","        458","        503","        497","          0","          0","        515","        521","        483","        522","        515","          0","          0","        497","        504","        497","        504","        458","          0","          0","        510","        501","        451","        530","        486","          0","          0","        451","        450","        439","        444",,"     10,736","      8,406","      7,089","      8,341","        458","        503","        497","          0","          0","        515","        521","        483","        522","        515","          0","          0","        497","        504","        497","        504","        458","          0","          0","        510","        501","        451","        530","        486","          0","          0","        451","        450","        439","        444",
="35312-ECB010",="",="","COVER, TRANSMISSION, OIL PUMP",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0038",="ÅiäîÅjàÆçHã∆èä",="01",="ñ{é–çHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","       63","  0.59"," 1.0","1",="01","  1.90",="",="",="",="","      8,273",="22.0","      7,294",="20.0","      6,186",="18.0","      7,763",="21.0","        384","        396","        403","          0","          0","        384","        378","        361","        378","        384","          0","          0","        403","        396","        403","        397","        384","          0","          0","        389","        400","        392","        431","        413","          0","          0","        294","        295","        307","        301",,"      8,273","      7,294","      6,186","      7,763","        384","        396","        403","          0","          0","        384","        378","        361","        378","        384","          0","          0","        403","        396","        403","        397","        384","          0","          0","        389","        400","        392","        431","        413","          0","          0","        294","        295","        307","        301",
="01912-ECB040",="",=" A","CAP, SHIPPING",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0155",="à§éYé˜éâçHã∆ÅiäîÅj",="01",="ëÊÇQçHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-342  ›÷≥","       40","  0.25"," 1.0","1",="01","  2.12",="*",="ì°à‰Å@êDâ‘",="2023-11-21 12:15:49",="","     20,936",="26.0","     17,804",="20.0","     14,903",="18.0","     18,258",="21.0","        885","        942","        900","        342","          0","        942","        899","        887","        943","        899","        342","          0","        943","        900","        943","        944","        842","        342","          0","        942","        901","        886","        961","        899","        342","          0","        788","        745","        789","        788",,"     20,936","     17,804","     14,903","     18,258","        885","        942","        900","        342","          0","        942","        899","        887","        943","        899","        342","          0","        943","        900","        943","        944","        842","        342","          0","        942","        901","        886","        961","        899","        342","          0","        788","        745","        789","        788",
